사업장명,도로명전체주소,X,Y
예사랑약국,"제주특별자치도 제주시 노형11길 25, 1층 (노형동)",126.477721185489,33.4827946685932
초록약국,"제주특별자치도 제주시 수덕로 6, 1층 (노형동)",126.475307220929,33.4886649230919
더나은약국,"제주특별자치도 제주시 승천로 75, 1층 (아라이동)",126.543176897454,33.4922384009257
밝은 온누리약국,제주특별자치도 서귀포시 일주동로 8648-3 (동홍동),126.564126630085,33.2542140539533
우리들약국,제주특별자치도 제주시 우정로 56 (외도일동),126.430731090549,33.4879769858243
한결약국,제주특별자치도 제주시 신성로 78 (도남동),126.527805588365,33.4954440983053
새현대약국,"제주특별자치도 서귀포시 중앙로 35-1, 현대약국 (서귀동)",126.56161861637,33.2477455999516
알로하약국,"제주특별자치도 제주시 우정로15길 1, 1층 106호 (외도일동, 대원상록수11차아파트)",126.431233598343,33.4861306755197
참사랑약국,"제주특별자치도 제주시 동문로 70 (일도이동, 화인퍼스트빌 9차)",126.534032832603,33.5132590581554
금강한약국,"제주특별자치도 서귀포시 신서로 69 (강정동, 강정지예타운)",126.505299797753,33.2564793775915
조은약국,제주특별자치도 제주시 동문로20길 1 (일도이동),126.53663219695,33.5136308871107
써니약국,"제주특별자치도 제주시 첨단로 217, 1층 (영평동)",126.571666714166,33.4529590538781
단단약국,"제주특별자치도 제주시 서광로 272, 1층 (도남동)",126.525426431214,33.4997867260762
터미널약국,"제주특별자치도 제주시 임항로 111, 제주항연안여객터미널 1층 (건입동)",126.534226176207,33.5200407358063
밝은사랑약국,"제주특별자치도 제주시 노형로 407, 노형타워 1층 106호 (노형동)",126.478301044424,33.485821410903
