user_count,설치장소,행정시,읍면동,주소,X,Y
216944,전기차충전소_노형동주민센터,제주시,노형동,제주시 노형동 3793-1,126.477164712224,33.4830274575084
18167,전기차충전소_축산진흥원,제주시,노형동,제주시 노형동 315-7(신비마을길 13),126.486445264276,33.4430509292381
726290,노형근린공원,제주시,노형동,제주시 노형동 731-3,126.482967426378,33.479175493651
392711,노형제1근린공원,제주시,노형동,제주시 노형동 2584-1,126.470014466127,33.4862246039655
143012,노형제2근린공원,제주시,노형동,제주시 노형동 2582-1,126.47209296901,33.4897827688994
401954,방일리공원,제주시,노형동,제주시 노형동 755(정원로 49),126.477717263219,33.4775855209634
117894,신제주외국문화학습관,제주시,노형동,제주시 노형동 607(1100로 3213),126.482879958659,33.4730177867618
104574,전기차충전소_노형삼다아파트 앞 공영주차장,제주시,노형동,제주시 노형동 1282-1,126.477713568978,33.4863941519297
14910,1-11호어린이공원,제주시,노형동,제주시 노형동 921,126.482246555503,33.4829051681232
10135,1-49호어린이공원,제주시,노형동,제주시 노형동 1274-8,126.481358056388,33.4892037606646
7248,1-10호어린이공원,제주시,노형동,제주시 노형동 910-7,126.483996143243,33.4868594552056
7995,1-13호공원,제주시,노형동,제주시 일도이동 154,126.541823569606,33.5113518601108
10535,1-47호어린이공원,제주시,노형동,제주시 노형동 1031-1,126.475251722718,33.4922110959023
18169,1-48호어린이공원,제주시,노형동,제주시 노형동 1041-10,126.47613709093,33.4899427428457
13416,1-50호공원,제주시,노형동,제주시 노형동 1066-1,126.477796447892,33.4884690631787
17838,1-52호어린이공원,제주시,노형동,제주시 노형동 1285-2,126.476632178173,33.4854870965563
2016,1-65호어린이공원,제주시,노형동,제주시 노형동 751-1,126.480204649923,33.4778420221978
15571,1-89호공원,제주시,노형동,제주시 노형동 2511-1,126.471024742509,33.4845539438553
10312,1-90호어린이공원,제주시,노형동,제주시 노형동 2514-2,126.471940552278,33.4835150685201
14455,1-92호공원,제주시,노형동,제주시 노형동 2531-5,126.473052961794,33.4847957358585
28370,1-93호공원,제주시,노형동,제주시 노형동 2596-3,126.4722156231,33.4813763119151
4188,다랑쉬오름(월랑봉),제주시,노형동,제주시 구좌읍 세화리 2703,126.827699067742,33.4754416469705
922,종달리수국길,제주시,노형동,제주시 구좌읍 종달리 24-1,126.912478000158,33.5065023577076
120061,11코스,서귀포시,대정읍,서귀포시 대정읍 하모리 2140,126.252821118007,33.2187829944557
40720,노리매(매화테마공원),서귀포시,대정읍,서귀포시 대정읍 구억리 676,126.28668424094,33.2819841792114
126916,송악산,서귀포시,대정읍,서귀포시 대정읍 상모리 238,126.29350293965,33.1990931536649
729820,운진항,서귀포시,대정읍,서귀포시 대정읍 하모리 646-20,126.257605181651,33.2105460728876
191656,전기차충전소_대정 영어교육도시,서귀포시,대정읍,서귀포시 대정읍 에듀시티로 238,126.273274761791,33.2789362501311
199640,전기차충전소_대정감협 인근 공영주차장,서귀포시,대정읍,서귀포시 대정읍 하모리 964-2,126.251978516562,33.2230327383986
11075,전기차충전소_무릉문화의집,서귀포시,대정읍,서귀포시 대정읍 서삼중로 128,126.198956286656,33.2734604296115
126594,전기차충전소_영어교육도시119센터,서귀포시,대정읍,서귀포시 대정읍 에듀시티로 238,126.273274761791,33.2789362501311
16024,제주옹기박물관,서귀포시,대정읍,서귀포시 대정읍 무릉리 887-2,126.223303890349,33.283128920288
27197,황금륭골든힐허브팜,서귀포시,대정읍,서귀포시 대정읍 신도리 10,126.222840386416,33.2866637309323
363882,모슬포중앙시장,서귀포시,대정읍,서귀포시 대정읍 하모리 822-7,126.254876540046,33.2218491788575
126380,추사적거지,서귀포시,대정읍,서귀포시 대정읍 안성리 1646-1(추사로 44),126.278567060291,33.2498572461005
146177,송악도서관,서귀포시,대정읍,서귀포시 대정읍 하모리 1252-1,126.248669661873,33.2265503697787
5533,전기차충전소_대정 문화체육센터,서귀포시,대정읍,서귀포시 대정읍 동일리 3171(후문 우측),126.235393179994,33.2631169208212
