,EMD_CD,EMD_KOR_NM,SIG_KOR_NM,약국명,경도,위도,geometry
585,11620101,봉천동,관악구,다나한약국,126.9460156811958,37.48095006651251,POINT (951020.6479447214 1942556.9621933375)
586,11170128,한강로3가,용산구,다니엘약국,126.95944722222222,37.52401666666666,POINT (952235.6224031454 1947328.0398722065)
587,11530102,구로동,구로구,다드림약국,126.8845272951,37.4935885558,POINT (945593.3971693006 1943992.888998476)
588,11290125,안암동5가,성북구,21세기고려약국,127.02816002221628,37.58611666842986,POINT (958341.8515869881 1954185.029468819)
589,11680101,역삼동,강남구,다래약국,127.03713637529675,37.50183660962698,POINT (959088.3357245747 1944830.6848804662)
590,11500109,방화동,강서구,다마트약국,126.8124635630816,37.57746409331683,POINT (939291.0617456798 1953342.5854596905)
591,11350105,상계동,노원구,다모아약국,127.0608933248398,37.65180435086504,POINT (961265.9415921641 1961458.783415533)
592,11470101,신정동,양천구,다민약국,126.8322913238,37.5127389737,POINT (940990.8599091577 1946149.000021162)
593,11650108,서초동,서초구,다보약국,127.00843052239252,37.48700966071834,POINT (956542.4718833271 1943198.5954745826)
594,11545103,시흥동,금천구,다보약국,126.90414035439984,37.44188086542289,POINT (947290.8775068176 1938245.0953133325)
595,11350106,중계동,노원구,다사랑약국,127.07701666666668,37.650425,POINT (962687.5150314037 1961299.2133059169)
596,11710103,풍납동,송파구,다사랑약국,127.112750545786,37.5305910872711,POINT (965784.8931105491 1947990.6250097747)
597,11650108,서초동,서초구,다사랑약국,127.02686142266737,37.49673960659797,POINT (958177.303513395 1944269.7211515913)
598,11380114,진관동,은평구,다산약국,126.91769514187138,37.63419333587795,POINT (948622.0542997649 1959573.6782175184)
599,11140162,신당동,중구,다산온누리약국,127.01095241671052,37.55589090306012,POINT (956805.1516525866 1950839.4017453108)
600,11410111,홍제동,서대문구,다솜약국,126.94584743996153,37.58861236531311,POINT (951076.158240303 1954501.6055309153)
601,11260102,상봉동,중랑구,다솜약국,127.08589242189858,37.59425355161855,POINT (963442.9760575418 1955063.7392977688)
602,11215103,구의동,광진구,다솜약국,127.0905337078,37.551339325,POINT (963831.9581811969 1950300.8347700262)
603,11680101,역삼동,강남구,다솜약국,127.04136577211904,37.49290095036555,POINT (959457.3358059915 1943837.5012001162)
604,11590108,대방동,동작구,다솜약국,126.92972664137484,37.49945899936171,POINT (949592.9143517015 1944619.01338692)
605,11560132,신길동,영등포구,다영약국,126.91822855805604,37.51116467287338,POINT (948584.6058594992 1945923.910691659)
606,11680101,역삼동,강남구,다온약국,127.04768094121874,37.50370861665078,POINT (960021.3538238567 1945033.840439631)
607,11500105,마곡동,강서구,다온약국,126.83724318107812,37.55961229835335,POINT (941465.1396085233 1951346.278760387)
608,11290133,정릉동,성북구,다온약국,127.009454100765,37.610463346776,POINT (956704.4296770805 1956894.6453107905)
609,11350105,상계동,노원구,다온약국,127.06308999276251,37.65511881214931,POINT (961461.4259500743 1961825.6059310022)
610,11560110,여의도동,영등포구,다온약국,126.924537457026,37.5297624159786,POINT (949154.7961789487 1947983.7989755329)
611,11230106,장안동,동대문구,다온약국,127.0708220918,37.5726847855,POINT (962101.6426316411 1952676.7650792275)
612,11215101,중곡동,광진구,다온약국,127.0809135441,37.5630124203,POINT (962987.982151775 1951599.645090926)
613,11260104,묵동,중랑구,다온약국,127.078073728968,37.6115670192576,POINT (962761.3773868609 1956987.6603378318)
614,11740108,성내동,강동구,다온약국,127.12633424065538,37.537330155122895,POINT (966988.044462902 1948733.428488035)
615,11380107,응암동,은평구,다온약국,126.9215190143148,37.60055305125045,POINT (948936.4437267134 1955839.3258241653)
616,11470103,신월동,양천구,다올약국,126.82804166666666,37.534958333333336,POINT (940632.8996302193 1948616.8024448496)
617,11260105,망우동,중랑구,다올약국,127.098612679196,37.5951014590376,POINT (964566.3151733406 1955152.9351201754)
618,11290116,동선동1가,성북구,다올약국,127.017943869754,37.5932214569063,POINT (957443.9206474001 1954977.8525223248)
619,11710113,거여동,송파구,다올약국,127.144392411159,37.492403370911,POINT (968564.5820645642 1943742.9085445367)
620,11590101,노량진동,동작구,다은약국,126.9403726039,37.5082370482,POINT (950539.7218380645 1945587.2374935197)
621,11680101,역삼동,강남구,다이아약국,127.02919484054,37.4964204469719,POINT (958383.3881762333 1944233.2781698692)
622,11650102,양재동,서초구,다인약국,127.03669680477736,37.484503063463066,POINT (959040.0176656613 1942907.8324277848)
623,11710101,잠실동,송파구,다인약국,127.07917945929928,37.51155927660479,POINT (962809.288644389 1945891.905532213)
624,11560121,문래동3가,영등포구,다인약국,126.89014687957084,37.52016273974232,POINT (946109.2698655918 1946937.9129054034)
625,11305101,미아동,강북구,다정약국,127.03215041048432,37.61025596431048,POINT (958707.5025688781 1956861.4121990588)
626,11710105,석촌동,송파구,다정약국,127.10495350322869,37.50453658052494,POINT (965083.8512589532 1945102.907711897)
627,11740108,성내동,강동구,다정약국,127.1362627474,37.5292209249,POINT (967861.7139614943 1947830.3201413085)
628,11620102,신림동,관악구,다정약국,126.9156504742,37.4823522804,POINT (948336.9141075426 1942728.7579263267)
629,11380103,불광동,은평구,다모아약국,126.931006330737,37.6096990703849,POINT (949780.0626764217 1956848.9233974665)
630,11170107,동자동,용산구,다정약국,126.9749857870899,37.55058210859304,POINT (953625.1078058886 1950267.5541640136)
631,11290133,정릉동,성북구,다정약국,127.0148629682,37.6062544476,POINT (957179.4062140686 1956425.2053019153)
