사업장명,업종구분대분류,인허가일자,인허가취소일자,영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지면적,지번주소,도로명주소,도로명우편번호,데이터갱신일시
씨유제주연동사거리점,안전상비의약품 판매업소,20200831,,영업/정상,,,,,,제주특별자치도 제주시 연동 303-16,"제주특별자치도 제주시 노연로 145, 1층 (연동)",63123,2020-09-02 00:23:13.0
씨유제주삼양해수욕장점,안전상비의약품 판매업소,20200831,,영업/정상,,,,,,제주특별자치도 제주시 삼양일동 1657-7,제주특별자치도 제주시 선사로8길 10 (삼양일동),63318,2020-09-02 00:23:13.0
씨유제주월랑중앙점,안전상비의약품 판매업소,20200831,,영업/정상,,,,,,제주특별자치도 제주시 노형동 1065-8,"제주특별자치도 제주시 월랑로4길 3, 1층 (노형동)",63097,2020-09-02 00:23:13.0
세븐일레븐제주정다운점,안전상비의약품 판매업소,20200731,,영업/정상,,,,,,제주특별자치도 제주시 삼도이동 1235-6,"제주특별자치도 제주시 남중서1길 28, 1층 (삼도이동)",63170,2020-08-02 00:23:14.0
씨유제주진군행복점,안전상비의약품 판매업소,20210719,,영업/정상,,,,,,제주특별자치도 제주시 노형동 761-8,제주특별자치도 제주시 진군중길 27(노형동),63089,2021-07-21 00:22:53.0
씨유한림상로점,안전상비의약품 판매업소,20210826,,영업/정상,,,,,,,"제주특별자치도 제주시 한림읍 한림상로 186, 1층",63028,2021-08-28 00:22:50.0
씨유제주이호행운점,안전상비의약품 판매업소,20210923,,영업/정상,,,,,,제주특별자치도 제주시 이호일동 1923-1,제주특별자치도 제주시 일주서로 7525(이호일동),63111,2021-09-25 00:22:48.0
GS25제주하귀점,안전상비의약품 판매업소,20210907,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 하귀1리 492-8,"제주특별자치도 제주시 애월읍 일주서로 7143, 1층",63053,2021-09-09 00:22:49.0
씨유제주탑동중앙점,안전상비의약품 판매업소,20210924,,영업/정상,,,,,,제주특별자치도 제주시 일도일동 1281-1,제주특별자치도 제주시 중앙로8길 5(일도일동),63166,2021-09-26 00:22:48.0
씨유한림고림동점,안전상비의약품 판매업소,20210729,,영업/정상,,,,,,제주특별자치도 제주시 한림읍 명월리 429-1,"제주특별자치도 제주시 한림읍 중산간서로 4512, 1층",63014,2021-08-01 00:22:52.0
씨유제주남해오네뜨점,안전상비의약품 판매업소,20210929,,영업/정상,,,,,,제주특별자치도 제주시 연동 300-3 남해오네뜨,"제주특별자치도 제주시 삼무로11길 9, 106, 107호 (연동, 남해오네뜨)",63118,2021-10-01 00:22:48.0
세븐일레븐제주일도하나점,안전상비의약품 판매업소,20210705,,영업/정상,,,,,,제주특별자치도 제주시 일도이동 133-10,제주특별자치도 제주시 동광로19길 55(일도이동),63250,2021-07-07 00:22:53.0
한화호텔앤드리조트(주)제주,안전상비의약품 판매업소,20210721,,영업/정상,,,,,,제주특별자치도 제주시 회천동 3-16 한화리조트,"제주특별자치도 제주시 명림로 575-107, 한화리조트 고객센터동 1층 (회천동)",63330,2021-07-23 00:22:52.0
지에스25제주연문점,안전상비의약품 판매업소,20210817,,영업/정상,,,,,,제주특별자치도 제주시 노형동 1023-4 다복빌라,"제주특별자치도 제주시 일주서로 7778(노형동, 다복빌라)",63096,2021-08-19 00:22:51.0
씨유 한림오거리점,안전상비의약품 판매업소,20210817,,영업/정상,,,,,,제주특별자치도 제주시 한림읍 한림리 1385-5,"제주특별자치도 제주시 한림읍 한림로 626, 1층",63032,2021-08-19 00:22:51.0
씨유제주봉개중앙점,안전상비의약품 판매업소,20210729,,영업/정상,,,,,,제주특별자치도 제주시 봉개동 1948,"제주특별자치도 제주시 번영로 470, 1층 (봉개동)",63313,2021-07-31 00:22:51.0
세븐일레븐제주일도삼성점,안전상비의약품 판매업소,20210903,,영업/정상,,,,,,제주특별자치도 제주시 일도이동 1035-3,제주특별자치도 제주시 삼성로 59(일도이동),63268,2021-09-05 00:22:49.0
세븐일레븐제주탑동광장점,안전상비의약품 판매업소,20210722,,영업/정상,,,,,,제주특별자치도 제주시 건입동 1319-10,제주특별자치도 제주시 서부두길 10(건입동),63276,2021-07-24 00:23:01.0
세븐일레븐제주오라점,안전상비의약품 판매업소,20210823,,영업/정상,,,,,,제주특별자치도 제주시 오라일동 2453,제주특별자치도 제주시 서사로 173(오라일동),63190,2021-08-25 00:22:50.0
지에스25노형드림점,안전상비의약품 판매업소,20210913,,영업/정상,,,,,,제주특별자치도 제주시 노형동 944-13,제주특별자치도 제주시 원노형남2길 39(노형동),63084,2021-09-15 00:22:49.0
씨유제주도두중앙점,안전상비의약품 판매업소,20210830,,영업/정상,,,,,,제주특별자치도 제주시 도두일동 2538 도두골든빌리지,"제주특별자치도 제주시 서해안로 146(도두일동, 도두골든빌리지)",63112,2021-09-01 00:22:50.0
씨유 제주남조로점,안전상비의약품 판매업소,20210716,,영업/정상,,,,,,제주특별자치도 제주시 조천읍 교래리 786-23,제주특별자치도 제주시 조천읍 남조로 2115,63345,2021-07-18 00:23:06.0
세븐일레븐제주이도광양점,안전상비의약품 판매업소,20210811,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1173-6,제주특별자치도 제주시 광양7길 38(이도이동),63213,2021-08-13 00:22:51.0
지에스25삼도서광로점,안전상비의약품 판매업소,20210811,,영업/정상,,,,,,제주특별자치도 제주시 삼도일동 535-30,제주특별자치도 제주시 서광로 219(삼도일동),63182,2021-08-13 00:22:51.0
씨유제주도평에코그린점,안전상비의약품 판매업소,20210819,,영업/정상,,,,,,제주특별자치도 제주시 도평동 6 에코그린빌6차,"제주특별자치도 제주시 우평로 64, 109동 101호 (도평동, 에코그린빌6차)",63075,2021-08-21 00:22:50.0
씨유외도절물점,안전상비의약품 판매업소,20210819,,영업/정상,,,,,,제주특별자치도 제주시 외도일동 482-2,제주특별자치도 제주시 우정로5길 22(외도일동),63070,2021-08-21 00:22:50.0
세븐일레븐제주더호텔점,안전상비의약품 판매업소,20210819,,영업/정상,,,,,,제주특별자치도 제주시 연동 292-10,제주특별자치도 제주시 삼무로 74(연동),63124,2021-08-21 00:22:50.0
씨유제주월랑초교점,안전상비의약품 판매업소,20210521,,영업/정상,,,,,,제주특별자치도 제주시 노형동 1077,제주특별자치도 제주시 남녕로 66 (노형동),63128,2021-05-23 00:22:56.0
세븐일레븐제주노형벽강점,안전상비의약품 판매업소,20210617,,영업/정상,,,,,,제주특별자치도 제주시 노형동 941-3 노형벽강하이본타워7차,"제주특별자치도 제주시 원노형로 35-2, 지하1층 B01호 (노형동, 노형벽강하이본타워7차)",63082,2021-06-19 00:22:54.0
씨유제주외도한라점,안전상비의약품 판매업소,20210628,,영업/정상,,,,,,제주특별자치도 제주시 외도일동 486-6,제주특별자치도 제주시 우령서로 47 (외도일동),63069,2021-06-30 00:22:54.0
지에스25 애월한담누리,안전상비의약품 판매업소,20210527,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 애월리 2445-2,"제주특별자치도 제주시 애월읍 일주서로 6156, 1층",63044,2021-05-29 00:22:55.0
씨유제주외도월대점,안전상비의약품 판매업소,20210517,,영업/정상,,,,,,제주특별자치도 제주시 외도일동 430-4,제주특별자치도 제주시 절물2길 8-2 (외도일동),63070,2021-05-19 00:22:56.0
씨유제주오라로점,안전상비의약품 판매업소,20210531,,영업/정상,,,,,,제주특별자치도 제주시 오라삼동 2272-8,제주특별자치도 제주시 동성길 58 (오라삼동),63148,2021-06-02 00:22:55.0
씨유제주광령로드점,안전상비의약품 판매업소,20210531,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 광령리 965,"제주특별자치도 제주시 애월읍 광령중길 133-3, 1층",63062,2021-06-02 00:22:55.0
씨유제주세화해변점,안전상비의약품 판매업소,20210503,,영업/정상,,,,,,제주특별자치도 제주시 구좌읍 세화리 1499,제주특별자치도 제주시 구좌읍 해맞이해안로 1426,63361,2021-05-06 00:22:56.0
씨유제주동복점,안전상비의약품 판매업소,20210426,,영업/정상,,,,,,제주특별자치도 제주시 구좌읍 동복리 1690-1,제주특별자치도 제주시 구좌읍 동복로 34,63347,2021-04-29 00:23:08.0
씨유제주세화리점,안전상비의약품 판매업소,20210427,,영업/정상,,,,,,제주특별자치도 제주시 구좌읍 세화리 1228,제주특별자치도 제주시 구좌읍 일주동로 3151,63361,2021-05-05 02:40:00.0
씨유제주청수점,안전상비의약품 판매업소,20210611,,영업/정상,,,,,,제주특별자치도 제주시 한경면 청수리 1636-1,제주특별자치도 제주시 한경면 중산간서로 3501,63006,2021-06-13 00:22:54.0
씨유제주516교차로점,안전상비의약품 판매업소,20210621,,영업/정상,,,,,,제주특별자치도 제주시 아라일동 412-4,제주특별자치도 제주시 516로 3157 (아라일동),63244,2021-06-23 00:23:04.0
씨유제주무수천점,안전상비의약품 판매업소,20210621,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 광령리 53-1,"제주특별자치도 제주시 애월읍 중산간서로 6703, 1층",63060,2021-06-23 00:23:04.0
세븐일레븐 제주원남점,안전상비의약품 판매업소,20180920,,영업/정상,,,,,,제주특별자치도 제주시 도남동 188번지 3호,"제주특별자치도 제주시 원남6길 49, 106동 101호 (도남동)",63234,2018-09-20 23:59:59.0
씨유오등동점,안전상비의약품 판매업소,20180913,,영업/정상,,,,,,제주특별자치도 제주시 오등동 1377번지 19호,"제주특별자치도 제주시 아연로 429, 1층 (오등동)",63240,2018-09-13 23:59:59.0
씨유제주동부관광점,안전상비의약품 판매업소,20200902,,영업/정상,,,,,,제주특별자치도 제주시 조천읍 조천리 1446-6,"제주특별자치도 제주시 조천읍 일주동로 952-3, 1층",63335,2020-09-04 00:23:13.0
씨유제주연북로점,안전상비의약품 판매업소,20200916,,영업/정상,,,,,,제주특별자치도 제주시 오라이동 1770-2,제주특별자치도 제주시 연북로 260 (오라이동),63147,2020-09-18 00:23:12.0
지에스25한라체육관점,안전상비의약품 판매업소,20200903,,영업/정상,,,,,,제주특별자치도 제주시 오라일동 2442-15,제주특별자치도 제주시 서광로4길 10 (오라일동),63188,2021-09-03 02:40:00.0
레몬비내도점,안전상비의약품 판매업소,20200911,,영업/정상,,,,,,제주특별자치도 제주시 내도동 380-3,제주특별자치도 제주시 일주서로 7483 (내도동),63074,2020-09-13 00:23:23.0
세븐일레븐제주정실점,안전상비의약품 판매업소,20200911,,영업/정상,,,,,,제주특별자치도 제주시 오라이동 793-10,제주특별자치도 제주시 아연로 145 (오라이동),63147,2020-09-13 00:23:23.0
세븐일레븐 제주곽지점,안전상비의약품 판매업소,20200925,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 곽지리 2061-2,제주특별자치도 제주시 애월읍 일주서로 5989,63034,2020-09-27 00:23:11.0
씨유제주정원로점,안전상비의약품 판매업소,20200923,,영업/정상,,,,,,제주특별자치도 제주시 노형동 742 엘림빌딩,"제주특별자치도 제주시 정원로 35, 엘림빌딩 1층 (노형동)",63089,2020-09-25 00:23:12.0
씨유제주광장점,안전상비의약품 판매업소,20201005,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1065-1,"제주특별자치도 제주시 연삼로 404, 1층 (이도이동)",63223,2020-10-08 00:23:10.0
씨유제주노형행운점,안전상비의약품 판매업소,20200928,,영업/정상,,,,,,제주특별자치도 제주시 노형동 1060-1 대왕아파트,"제주특별자치도 제주시 수덕7길 14, 1층 102호 (노형동, 대왕아파트)",63099,2020-09-30 00:23:11.0
씨유제주동광양점,안전상비의약품 판매업소,20200928,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1174-5,"제주특별자치도 제주시 동광로 24, 1층 (이도이동)",63213,2020-09-30 00:23:11.0
세븐일레븐제주인제사거리점,안전상비의약품 판매업소,20201020,,영업/정상,,,,,,제주특별자치도 제주시 일도이동 377-2,제주특별자치도 제주시 고마로 87 (일도이동),63254,2020-10-22 00:23:10.0
씨유제주삼화지구점,안전상비의약품 판매업소,20201020,,영업/정상,,,,,,제주특별자치도 제주시 화북일동 1019-4 티엠빌딩,"제주특별자치도 제주시 화삼로 7, 티엠빌딩 1층 103, 104호 (화북일동)",63303,2020-10-22 00:23:10.0
레몬비교래사거리점,안전상비의약품 판매업소,20201015,,영업/정상,,,,,,제주특별자치도 제주시 조천읍 교래리 608-9,제주특별자치도 제주시 조천읍 남조로 1845-1,63345,2020-10-18 00:23:10.0
지에스25크라운점,안전상비의약품 판매업소,20201028,,영업/정상,,,,,,제주특별자치도 제주시 연동 281-19,제주특별자치도 제주시 삼무로3길 26 (연동),63125,2020-10-30 00:23:09.0
씨유제주용담해안도로점,안전상비의약품 판매업소,20201028,,영업/정상,,,,,,제주특별자치도 제주시 용담삼동 2292,제주특별자치도 제주시 서해안로 516 (용담삼동),63114,2020-10-30 00:23:09.0
세븐일레븐제주일도센터점,안전상비의약품 판매업소,20201110,,영업/정상,,,,,,제주특별자치도 제주시 일도이동 321-26,"제주특별자치도 제주시 고마로 37-1, 1층 (일도이동)",63252,2020-11-12 00:23:29.0
씨유제주화북진동점,안전상비의약품 판매업소,20201106,,영업/정상,,,,,,제주특별자치도 제주시 화북일동 1969-10,"제주특별자치도 제주시 진동로 7, 1층 (화북일동)",63289,2020-11-08 00:23:09.0
씨유제주하귀주공점,안전상비의약품 판매업소,20201116,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 하귀1리 238-1,"제주특별자치도 제주시 애월읍 하광로 50, 1층",63052,2020-11-18 00:23:08.0
씨유제주삼도점,안전상비의약품 판매업소,20201118,,영업/정상,,,,,,제주특별자치도 제주시 삼도일동 518-12,제주특별자치도 제주시 서광로 197-1 (삼도일동),63183,2021-06-19 02:40:00.0
세븐일레븐제주연동길점,안전상비의약품 판매업소,20210423,,영업/정상,,,,,,제주특별자치도 제주시 연동 293-25,제주특별자치도 제주시 연동13길 33 (연동),63123,2021-04-25 00:22:57.0
씨유제주용화사거리점,안전상비의약품 판매업소,20210423,,영업/정상,,,,,,제주특별자치도 제주시 용담이동 865,제주특별자치도 제주시 용화로4길 2 (용담이동),63159,2021-04-25 00:22:57.0
씨유외도일주점,안전상비의약품 판매업소,20210219,,영업/정상,,,,,,제주특별자치도 제주시 외도이동 2018-1,제주특별자치도 제주시 일주서로 7269 (외도이동),63068,2021-02-21 00:23:01.0
씨유제주월성로점,안전상비의약품 판매업소,20210219,,영업/정상,,,,,,제주특별자치도 제주시 용담이동 2752-1,제주특별자치도 제주시 월성로 31 (용담이동),63162,2021-02-21 00:23:01.0
세븐일레븐오라사거리점,안전상비의약품 판매업소,20210304,,영업/정상,,,,,,제주특별자치도 제주시 오라이동 192-2,제주특별자치도 제주시 오라남로 14-14 (오라이동),63144,2021-03-06 00:23:00.0
씨유제주금능길점,안전상비의약품 판매업소,20210324,,영업/정상,,,,,,제주특별자치도 제주시 한림읍 금능리 1298-1,"제주특별자치도 제주시 한림읍 한림로 203, 1층",63010,2021-03-26 00:22:59.0
씨유제주이도남광점,안전상비의약품 판매업소,20210216,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1076-19,제주특별자치도 제주시 오복4길 30 (이도이동),63223,2021-02-18 00:23:22.0
세븐일레븐제주더테라스점,안전상비의약품 판매업소,20210216,,영업/정상,,,,,,제주특별자치도 제주시 연동 263-2 제주1번가 더테라스,"제주특별자치도 제주시 연동6길 5, 제주1번가 더테라스 1층 103호 (연동)",63132,2021-02-18 00:23:22.0
지에스25제주중앙여고점,안전상비의약품 판매업소,20210210,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1979-21,제주특별자치도 제주시 남광로2길 39 (이도이동),63230,2021-02-12 00:23:02.0
지에스25도련희망점,안전상비의약품 판매업소,20210210,,영업/정상,,,,,,제주특별자치도 제주시 도련일동 1687-3,제주특별자치도 제주시 도련길 22 (도련일동),63325,2021-02-12 00:23:02.0
씨유제주혜성대유아파트점,안전상비의약품 판매업소,20210405,,영업/정상,,,,,,제주특별자치도 제주시 일도이동 46-1 혜성대유아파트,"제주특별자치도 제주시 천수로 82, 혜성대유아파트 105동 107호 (일도이동)",63257,2021-04-07 00:22:58.0
세븐일레븐제주이도명주점,안전상비의약품 판매업소,20210405,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1909-74 명주2차,"제주특별자치도 제주시 독짓골8길 57, 지하층 1호 (이도이동, 명주2차)",63221,2021-04-10 02:40:00.0
씨유제주연문로점,안전상비의약품 판매업소,20210226,,영업/정상,,,,,,제주특별자치도 제주시 연동 310-73,제주특별자치도 제주시 연문2길 3 (연동),63119,2021-02-28 00:23:01.0
씨유제주이도광양점,안전상비의약품 판매업소,20210319,,영업/정상,,,,,,제주특별자치도 제주시 이도일동 1250-2,제주특별자치도 제주시 동광로5길 16 (이도일동),63196,2021-03-21 00:22:59.0
세븐일레븐제주드림타워점,안전상비의약품 판매업소,20210319,,영업/정상,,,,,,제주특별자치도 제주시 노형동 925 제주 드림타워 복합리조트,"제주특별자치도 제주시 노연로 12, 제주 드림타워 복합리조트 4층 (노형동)",63082,2021-03-25 02:40:00.0
씨유 제주봉성점,안전상비의약품 판매업소,20210318,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 봉성리 4130-1,"제주특별자치도 제주시 애월읍 녹근로 3, 1층",63039,2021-03-20 00:22:59.0
씨유제주제원중앙점,안전상비의약품 판매업소,20210331,,영업/정상,,,,,,제주특별자치도 제주시 연동 252-56,제주특별자치도 제주시 제원3길 25 (연동),63131,2021-04-17 02:40:00.0
씨유 제주하광로점,안전상비의약품 판매업소,20181012,,영업/정상,,,,,,,제주특별자치도 제주시 애월읍 하광로 246,63059,2018-10-12 23:59:59.0
레몬비 연북로점,안전상비의약품 판매업소,20181025,,영업/정상,,,,,,제주특별자치도 제주시 화북이동 5547번지,"제주특별자치도 제주시 연북로 724, 1층 (화북이동)",63305,2018-10-27 02:35:50.0
씨유제주한라마을점,안전상비의약품 판매업소,20181016,,영업/정상,,,,,,제주특별자치도 제주시 노형동 671번지 12호,"제주특별자치도 제주시 진군남4길 9, 1층 (노형동)",63092,2021-08-07 02:40:00.0
레몬비 아라점,안전상비의약품 판매업소,20181029,,영업/정상,,,,,,제주특별자치도 제주시 아라이동 1438번지 1호,"제주특별자치도 제주시 월두2길 39, 1층 (아라이동)",63246,2018-10-31 02:35:48.0
마레보스토어,안전상비의약품 판매업소,20181108,,영업/정상,,,,,,제주특별자치도 제주시 애월읍 고내리 41번지,"제주특별자치도 제주시 애월읍 신엄안3길 135, 1동",63046,2018-11-11 02:36:13.0
씨유외도우정점,안전상비의약품 판매업소,20181226,,영업/정상,,,,,,제주특별자치도 제주시 외도일동 476번지 3호 가온체리티아파트,"제주특별자치도 제주시 우정로 37, 1층 103호 (외도일동, 가온체리티아파트)",63070,2018-12-28 02:20:30.0
GS25이도구남점,안전상비의약품 판매업소,20181121,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 2005번지 8호,"제주특별자치도 제주시 구남동2길 11-1, 1층 (이도이동)",63232,2018-11-23 02:35:52.0
지에스25삼도관덕점,안전상비의약품 판매업소,20181210,,영업/정상,,,,,,제주특별자치도 제주시 삼도이동 907번지 12호,"제주특별자치도 제주시 관덕로2길 15, 1층 (삼도이동)",63168,2018-12-12 02:20:14.0
GS25노형중앙점,안전상비의약품 판매업소,20181122,,영업/정상,,,,,,제주특별자치도 제주시 노형동 1277번지 5호,제주특별자치도 제주시 다랑곶길 19 (노형동),63098,2018-11-24 02:36:10.0
씨유제주건입만덕점,안전상비의약품 판매업소,20181211,,영업/정상,,,,,,제주특별자치도 제주시 건입동 1107번지 9호,"제주특별자치도 제주시 만덕로 27, 1층 (건입동)",63279,2018-12-13 02:20:15.0
캠퍼트리 스토어,안전상비의약품 판매업소,20181106,,영업/정상,,,,,,제주특별자치도 제주시 해안동 2499번지 2호,"제주특별자치도 제주시 해안마을서4길 100, 1층 (해안동)",63077,2018-11-08 02:35:52.0
세븐일레븐삼양중앙점,안전상비의약품 판매업소,20210112,,영업/정상,,,,,,제주특별자치도 제주시 삼양이동 2115-24,제주특별자치도 제주시 설촌로 16-1 (삼양이동),63319,2021-01-14 00:23:05.0
세븐일레븐화북주공점,안전상비의약품 판매업소,20210112,,영업/정상,,,,,,제주특별자치도 제주시 화북일동 10-2,"제주특별자치도 제주시 동화로1길 9, 101, 102호 (화북일동)",63302,2021-01-14 00:23:05.0
씨유제주협재점,안전상비의약품 판매업소,20210111,,영업/정상,,,,,,제주특별자치도 제주시 한림읍 협재리 1619,제주특별자치도 제주시 한림읍 한림로 387-1,63011,2021-01-13 00:23:04.0
지에스25 제주이도점,안전상비의약품 판매업소,20201202,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1064-21 장원빌딩,"제주특별자치도 제주시 오복4길 4, 장원빌딩 (이도이동)",63223,2020-12-04 00:23:19.0
씨유제주이도성지점,안전상비의약품 판매업소,20201223,,영업/정상,,,,,,제주특별자치도 제주시 이도일동 1527-9,제주특별자치도 제주시 중앙로19길 15 (이도일동),63193,2020-12-25 00:23:06.0
씨유제주중학교점,안전상비의약품 판매업소,20201123,,영업/정상,,,,,,제주특별자치도 제주시 용담일동 131-7,제주특별자치도 제주시 서문로 49 (용담일동),63153,2020-11-25 00:23:07.0
레몬비노형점,안전상비의약품 판매업소,20210127,,영업/정상,,,,,,제주특별자치도 제주시 노형동 930-5,"제주특별자치도 제주시 노연로 34, 2층 (노형동)",63082,2021-01-29 00:23:13.0
씨유제주이도한마음점,안전상비의약품 판매업소,20201126,,영업/정상,,,,,,제주특별자치도 제주시 이도이동 1950-1 제이힐링센터,제주특별자치도 제주시 신설로7길 57 (이도이동),63227,2020-11-28 00:23:08.0
(주)코리아세븐 제주그랜드호텔점,안전상비의약품 판매업소,20201130,,영업/정상,,,,,,제주특별자치도 제주시 연동 253-13,제주특별자치도 제주시 연동4길 8 (연동),63132,2020-12-03 00:23:07.0
세븐일레븐제주현대오피스텔점,안전상비의약품 판매업소,20210106,,영업/정상,,,,,,제주특별자치도 제주시 연동 2324-5 현대오피스텔,"제주특별자치도 제주시 도령로 87, 현대오피스텔 103호 (연동)",63127,2021-04-07 02:40:00.0
씨유제주수선화점,안전상비의약품 판매업소,20210106,,영업/정상,,,,,,제주특별자치도 제주시 도남동 73-2,"제주특별자치도 제주시 독짓골2길 9, 1층 (도남동)",63221,2021-01-08 00:23:04.0
씨유제주첨단꿈에그린점,안전상비의약품 판매업소,20210106,,영업/정상,,,,,,제주특별자치도 제주시 월평동 745 제주첨단 꿈에그린 2단지 아파트,"제주특별자치도 제주시 첨단로동길 74, A2블럭상가동 101.102호 (월평동, 제주첨단 꿈에그린 2단지 아파트)",63309,2021-01-08 00:23:04.0
씨유제주신광점,안전상비의약품 판매업소,20201217,,영업/정상,,,,,,제주특별자치도 제주시 연동 2318-15,제주특별자치도 제주시 성신로 20 (연동),63127,2020-12-20 00:23:06.0
씨유제주도남점,안전상비의약품 판매업소,20201217,,영업/정상,,,,,,제주특별자치도 제주시 도남동 80,제주특별자치도 제주시 연삼로 366 (도남동),63222,2020-12-20 00:23:06.0
씨유제주천백도로점,안전상비의약품 판매업소,20210120,,영업/정상,,,,,,제주특별자치도 제주시 노형동 291-24,제주특별자치도 제주시 주르레길 1 (노형동),63078,2021-01-22 00:23:04.0
씨유제주신광새길점,안전상비의약품 판매업소,20210115,,영업/정상,,,,,,제주특별자치도 제주시 연동 2375,제주특별자치도 제주시 성신북길 19 (연동),63127,2021-01-17 00:23:04.0
씨유제주명도암점,안전상비의약품 판매업소,20210115,,영업/정상,,,,,,제주특별자치도 제주시 봉개동 848-12,제주특별자치도 제주시 명림로 236 (봉개동),63313,2021-01-17 00:23:04.0
씨유제주서부휴게소점,안전상비의약품 판매업소,20210115,,영업/정상,,,,,,제주특별자치도 제주시 해안동 2137-1 제주매직월드,"제주특별자치도 제주시 노형로 89, 제주매직월드 (해안동)",63061,2021-01-17 00:23:04.0
씨유제주용천점,안전상비의약품 판매업소,20210203,,영업/정상,,,,,,제주특별자치도 제주시 연동 255-11,제주특별자치도 제주시 신광로10길 30 (연동),63132,2021-02-05 00:23:13.0
지에스25일도연수중길점,안전상비의약품 판매업소,20210201,,영업/정상,,,,,,제주특별자치도 제주시 일도이동 58-5,제주특별자치도 제주시 연수중길 16 (일도이동),63259,2021-02-03 00:23:03.0
세븐일레븐 서귀포이중섭거리점,안전상비의약품 판매업소,20181105,,영업/정상,,,,,,제주특별자치도 서귀포시 서귀동 416번지 2호,"제주특별자치도 서귀포시 이중섭로 11, 118호 (서귀동)",63595,2018-11-07 02:35:49.0
세븐일레븐 서귀포오션팰리스점,안전상비의약품 판매업소,20190513,,영업/정상,,,,,,제주특별자치도 서귀포시 서귀동 494번지 유동오션펠리스,"제주특별자치도 서귀포시 중앙로 14, 유동오션펠리스 102호 (서귀동)",63595,2019-05-16 02:20:47.0
씨유 서귀포가온점,안전상비의약품 판매업소,20190510,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 357번지 6호 덕산가온누리빌,"제주특별자치도 서귀포시 태평로512번길 1-4 (동홍동, 덕산가온누리빌)",63597,2019-05-15 02:21:01.0
씨유 서귀포주공점,안전상비의약품 판매업소,20121112,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 1312번지,제주특별자치도 서귀포시 중앙로 198-9 (동홍동),63585,2018-08-31 23:59:59.0
씨유 서귀포항점,안전상비의약품 판매업소,20121112,,영업/정상,,,,,,제주특별자치도 서귀포시 서귀동 777번지 1호,제주특별자치도 서귀포시 칠십리로91번길 12 (서귀동),697840,2018-08-31 23:59:59.0
CU제주표선로얄점,안전상비의약품 판매업소,20161005,,영업/정상,,,,,,,제주특별자치도 서귀포시 표선면 표선관정로 97 (서울약국),63629,2020-04-01 02:40:00.0
봄그리고 가을 편의점,안전상비의약품 판매업소,20161228,,영업/정상,,,,,,,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660 (봄그리고가을리조트),63638,2020-04-01 02:40:00.0
GS25 신시가지,안전상비의약품 판매업소,20150319,,영업/정상,,,,,,제주특별자치도 서귀포시 법환동 740번지 7호,제주특별자치도 서귀포시 신서로48번길 52-11 (법환동),63566,2018-08-31 23:59:59.0
(주)코리아세븐 서귀포중앙점,안전상비의약품 판매업소,20150319,,영업/정상,,,,,,제주특별자치도 서귀포시 서귀동 204번지 2호,제주특별자치도 서귀포시 태평로431번길 32 (서귀동),63595,2020-09-03 02:40:00.0
GS25동홍중앙점,안전상비의약품 판매업소,20170501,,영업/정상,,,,,,,"제주특별자치도 서귀포시 태평로 509, 101호 (동홍동, 제이원타워)",63589,2018-08-31 23:59:59.0
세븐일레븐서귀포서강파인힐점,안전상비의약품 판매업소,20170524,,영업/정상,,,,,,제주특별자치도 서귀포시 서홍동 285번지 3호 서강파인힐 5차 아파트 1호,"제주특별자치도 서귀포시 중앙로 199 (서홍동, 서강파인힐5차A 1호)",63584,2018-08-31 23:59:59.0
씨유서귀강정한내들점,안전상비의약품 판매업소,20170531,,영업/정상,,,,,,제주특별자치도 서귀포시 강정동 200번지,"제주특별자치도 서귀포시 대청로 34, 상가동 101,102호 (강정동, 유승한내들퍼스트오션)",63559,2018-08-31 23:59:59.0
씨유서귀포현대점,안전상비의약품 판매업소,20170710,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 106번지 4호,제주특별자치도 서귀포시 동홍남로 59 (동홍동),63587,2018-08-31 23:59:59.0
씨유 서귀포동홍점,안전상비의약품 판매업소,20121112,,영업/정상,,,,,,제주특별자치도 서귀포시 동홍동 1682번지,제주특별자치도 서귀포시 중산간동로 8004 (동홍동),63579,2021-09-04 02:40:00.0
씨유 서귀포올레시장점,안전상비의약품 판매업소,20121112,,영업/정상,,,,,,제주특별자치도 서귀포시 서귀동 277번지 10호,제주특별자치도 서귀포시 중정로61번길 22 (서귀동),63591,2018-08-31 23:59:59.0
