"동별(1)",동별(2),동별(3),2018,2018,2018,2019,2019,2019,2020,2020,2020,2021,2021,2021
"동별(1)",동별(2),동별(3),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢),인구 (명),면적 (㎢),인구밀도 (명/㎢)
"합계",은평구,역촌동,49617,1.16,42773,48490,1.16,41802,46939,1.16,40465,-,-,-
"합계",서대문구,소계,323080,17.62,18331,323171,17.63,18335,322952,17.63,18322,315659,17.63,17908
"합계",서대문구,천연동,19044,0.97,19633,18704,0.97,19282,18049,0.97,18607,-,-,-
"합계",서대문구,홍제1동,23123,1.23,18799,24997,1.23,20323,24604,1.23,20003,-,-,-
"합계",서대문구,홍제3동,16616,0.81,20514,16420,0.81,20272,15983,1.05,15222,-,-,-
"합계",서대문구,홍제2동,14934,1.05,14223,14570,1.05,13876,14334,0.81,17696,-,-,-
"합계",서대문구,홍은1동,24131,1.58,15273,22902,1.58,14495,23266,1.58,14725,-,-,-
"합계",서대문구,홍은2동,29004,2.06,14080,28394,2.06,13783,27734,2.06,13463,-,-,-
"합계",서대문구,남가좌1동,17199,0.51,33724,16918,0.51,33173,16141,0.51,31649,-,-,-
"합계",서대문구,남가좌2동,24989,0.77,32453,25947,0.77,33697,30996,0.77,40255,-,-,-
"합계",서대문구,북가좌1동,19311,0.52,37137,19160,0.55,34836,18557,0.55,33740,-,-,-
"합계",서대문구,북가좌2동,34237,0.84,40758,33810,0.84,40250,32947,0.84,39223,-,-,-
"합계",서대문구,충현동,18291,1.12,16331,18113,1.12,16172,21229,1.12,18954,-,-,-
"합계",서대문구,북아현동,17832,0.46,38765,17525,0.46,38098,16956,0.46,36861,-,-,-
"합계",서대문구,신촌동,23917,2.63,9094,24372,2.63,9267,23051,2.63,8765,-,-,-
"합계",서대문구,연희동,40452,3.05,13263,41339,3.05,13554,39105,3.05,12821,-,-,-
"합계",마포구,소계,386359,23.85,16199,385925,23.85,16180,381858,23.85,16011,378686,23.85,15878
"합계",마포구,용강동,22647,0.84,26961,22441,0.84,26715,22257,0.84,26496,-,-,-
"합계",마포구,대흥동,13661,0.88,15524,13575,0.88,15426,15863,0.87,18233,-,-,-
