"합계","영등포구",소계,계,치과병원,1,-
"합계","영등포구",소계,계,치과의원,234,-
"합계","영등포구",소계,계,한방병원,2,101
"합계","영등포구",소계,계,한방의원,148,38
"합계","동작구",소계,계,소계,576,2747
"합계","동작구",소계,계,종합병원,2,1536
"합계","동작구",소계,계,병원,5,310
"합계","동작구",소계,계,의원,259,285
"합계","동작구",소계,계,요양병원,3,523
"합계","동작구",소계,계,치과병원,2,-
"합계","동작구",소계,계,치과의원,172,-
"합계","동작구",소계,계,한방병원,1,50
"합계","동작구",소계,계,한방의원,132,43
"합계","관악구",소계,계,소계,693,2353
"합계","관악구",소계,계,종합병원,1,287
"합계","관악구",소계,계,병원,10,786
"합계","관악구",소계,계,의원,318,476
"합계","관악구",소계,계,부속병의원,3,-
"합계","관악구",소계,계,요양병원,3,666
"합계","관악구",소계,계,치과병원,1,-
"합계","관악구",소계,계,치과의원,203,-
"합계","관악구",소계,계,한방병원,2,30
"합계","관악구",소계,계,한방의원,152,108
"합계","서초구",소계,계,소계,1226,3613
"합계","서초구",소계,계,종합병원,1,1356
"합계","서초구",소계,계,병원,12,975
"합계","서초구",소계,계,의원,626,300
"합계","서초구",소계,계,부속병의원,6,-
"합계","서초구",소계,계,요양병원,4,582
"합계","서초구",소계,계,치과병원,5,-
"합계","서초구",소계,계,치과의원,313,8
"합계","서초구",소계,계,한방병원,6,381
"합계","서초구",소계,계,한방의원,252,11
"합계","서초구",소계,계,조산원,1,-
"합계","강남구",소계,계,소계,2643,8700
"합계","강남구",소계,계,종합병원,4,3125
"합계","강남구",소계,계,병원,33,2071
"합계","강남구",소계,계,의원,1636,1461
"합계","강남구",소계,계,부속병의원,5,1
"합계","강남구",소계,계,요양병원,9,1194
"합계","강남구",소계,계,치과병원,15,1
"합계","강남구",소계,계,치과의원,565,56
"합계","강남구",소계,계,한방병원,11,752
"합계","강남구",소계,계,한방의원,365,39
"합계","송파구",소계,계,소계,1165,6687
"합계","송파구",소계,계,종합병원,2,3145
"합계","송파구",소계,계,병원,16,1208
"합계","송파구",소계,계,의원,558,653
"합계","송파구",소계,계,부속병의원,3,-
"합계","송파구",소계,계,요양병원,9,1296
"합계","송파구",소계,계,노인전문병원,1,205
"합계","송파구",소계,계,치과병원,4,-
"합계","송파구",소계,계,치과의원,318,-
"합계","송파구",소계,계,한방병원,4,166
"합계","송파구",소계,계,한방의원,250,14
"합계","강동구",소계,계,소계,789,5890
"합계","강동구",소계,계,종합병원,3,2259
"합계","강동구",소계,계,병원,15,934
"합계","강동구",소계,계,의원,352,599
"합계","강동구",소계,계,부속병의원,3,-
"합계","강동구",소계,계,요양병원,6,1595
"합계","강동구",소계,계,치과병원,3,9
"합계","강동구",소계,계,치과의원,217,-
"합계","강동구",소계,계,한방병원,5,365
"합계","강동구",소계,계,한방의원,185,1
